folder,filename,filepath,heuristic1,heuristic2,board_size,games_in_tournament,tournament_number,game_number,winner,end_condition,rounds,duration_seconds,P1/MAX-max nodes,P1/MAX-max cutoffs,P1/MAX-max avgCutIdx,P1/MAX-max firstChildCut,P1/MAX-min nodes,P1/MAX-min cutoffs,P1/MAX-min avgCutIdx,P1/MAX-min firstChildCut,P2/MIN-max nodes,P2/MIN-max cutoffs,P2/MIN-max avgCutIdx,P2/MIN-max firstChildCut,P2/MIN-min nodes,P2/MIN-min cutoffs,P2/MIN-min avgCutIdx,P2/MIN-min firstChildCut,[Visited]lookups,[Visited]hits,[Visited]inserts,[Visited]hit_rate
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,67,2,objective,36,0.595374,5387,4128,0.0697674,95.6638,2336,940,0.102128,91.5957,3871,1847,0.422848,73.0915,9956,7172,0.336447,79.42,46733,2189,44620,4.68406
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,68,1,objective,39,0.890275,6547,5110,0.0772994,95.2642,2585,1005,0.079602,94.6269,5307,2729,0.501649,70.5387,13869,9535,0.711274,66.2192,68534,3245,65420,4.73488
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,69,2,objective,36,0.592497,5576,4349,0.0726604,95.3553,2344,915,0.111475,90.929,3863,1845,0.441734,72.2493,9924,7182,0.331662,80.0195,46983,2173,44881,4.62508
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,70,2,objective,28,0.642674,5870,4573,0.0708506,95.7796,2388,1046,0.0917782,93.021,3945,1988,0.566398,67.002,10630,7659,0.42499,76.9683,51171,2430,48821,4.74878
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,71,2,objective,36,0.598804,5635,4347,0.0713135,95.5372,2409,962,0.0956341,91.9958,3929,1874,0.431697,72.6254,10109,7245,0.340373,79.5721,47996,2277,45807,4.74415
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,72,2,objective,28,0.626296,5756,4508,0.0720941,95.7187,2356,1015,0.08867,92.2167,3845,1894,0.605597,64.7307,10512,7640,0.418586,77.0157,50076,2469,47703,4.93051
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,73,1,objective,17,0.569715,3880,3084,0.0385863,97.7302,1418,650,0.0292308,97.2308,3474,1765,0.674221,61.4731,10083,7544,0.467391,74.7481,44343,1949,42490,4.39528
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,74,2,objective,40,0.985578,7185,5509,0.0678889,96.0065,2824,1234,0.0713128,94.8136,6215,3282,0.518891,69.1347,16589,11432,0.645731,68.3083,80125,3784,76496,4.72262
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,75,2,objective,34,0.639117,5323,4182,0.0604974,96.4371,2162,847,0.0873672,93.3884,4633,2321,0.569151,62.7316,11812,8379,0.311493,82.5636,52514,2556,50042,4.86727
A,Ad-Fd_s_7_100-1.txt,/Users/adelinopereira/Documents/LEI/3_ano/2_semestre/PEI_21184/Rastros_ult/cpp/build/tourn_test/d7_100J/A/Ad-Fd_s_7_100-1.txt,Ad,Fd,7,100,1,76,2,objective,30,0.695097,6213,4571,0.0735069,95.3402,2766,1360,0.0955882,91.6912,4046,1999,0.533267,69.3347,11524,8600,0.406279,77.814,55260,2478,52864,4.48426
